on_off,peak_amplitude,peak_latency,onset_latency,offset_latency,deceleration,acceleration
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.784530958790639,0.435734937647996,0.130069431125611,0.887560315409401,0.0614422702010304,0.0591297172624358
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.759376465072667,0.412000647448984,0.0947380202546316,0.914129852830397,0.0429778995160833,0.0413320285797349
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.786659316427783,0.344962971383004,0.201029264819614,0.866560873851611,0.0895315564958552,0.0929430275936474
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.82671214553237,0.487729414788307,0.136118248680572,0.899444037362918,0.0617138469333351,0.0610123929340685
1,0.778118087459588,0.39564239817808,0.131747623322838,0.878220320057693,0.0383251346327032,0.0716809442178306
1,0.729995979091275,0.426065395374277,0.12824356552753,0.931335543826244,0.0416813067601106,0.0440353342223836
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.594298245614036,0.477462885476198,0.163027771418487,0.884158021050095,0.0579468060112086,0.0493199223157235
0,NaN,NaN,NaN,NaN,NaN,NaN
