on_off,peak_amplitude,peak_latency,onset_latency,offset_latency,deceleration,acceleration
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.76845295569145,0.434214954642166,0.100835320358695,0.90164687115117,0.0617428161993836,0.04942887260992
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.896396396396395,0.381934482337431,0.0908431501215899,0.931546484606976,0.0518154519988746,0.0495285464633061
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.637254901960785,0.458890648417894,0.131377035865656,0.883368351705498,0.0473044173711817,0.0438261813819814
1,0.646642020948859,0.475385919075727,0.210519106361666,0.971467575381472,0.0720288996628927,0.00728240349766831
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.599369517543861,0.506489245482806,0.202098234032351,0.898682736463077,0.0484216047959924,0.0424397257288675
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.775650793650795,0.43233557477338,0.0982937171915866,0.872307796618759,0.0474210766370596,0.069814129695876
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.535937012784534,0.452274989588397,0.151486406479917,0.89270755985864,0.0257718439732144,0.031184291536501
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.811769991015274,0.392557747932458,0.119952879535781,0.884585900753583,0.0535082471399211,0.0824248360269101
1,0.794960702727694,0.486050908239679,0.231590749594148,0.927575285097914,0.123625747694559,0.0478355560192789
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.69,0.346475665211604,0.152092959563627,0.882987902642524,0.0508685644645798,0.059973089761649
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
