on_off,peak_amplitude,peak_latency,onset_latency,offset_latency,deceleration,acceleration
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.599751211770257,0.391567619058256,0.110962737544091,0.899228269680372,0.0292349606579756,0.0506195901244913
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.839403973509936,0.43064281268265,0.126933931952099,0.897717172800613,0.0279462793920202,0.0713714666841549
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.632516703786192,0.342884017020709,0.0821732755071684,0.925070227469015,0.052711443763232,0.0275533200533009
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.583252190847128,0.453787166022827,0.181832468037664,0.909154015603413,0.0533594570214595,0.0347926437807999
1,0.894523326572009,0.431785600627867,0.175090679933453,0.89374128983099,0.0628525702371759,0.0702302218238831
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.767744623235953,0.437384295716128,0.0735200077592018,0.911979949876211,0.0283101355893214,0.0557782324594228
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.623437500000001,0.496473506509627,0.155474696975504,0.962930215250782,0.0234005785519047,0.0254285624408001
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
