on_off,peak_amplitude,peak_latency,onset_latency,offset_latency,deceleration,acceleration
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.851468048359241,0.470211132559839,0.154035422437307,0.922971385624713,0.0816659529626085,0.049396037747849
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.74436503573392,0.409213773791341,0.169473257493346,0.90490750437869,0.0411768764891309,0.0636259874609381
1,0.807236335642802,0.577289968027634,0.235248851814069,0.881348081715179,0.10466306113123,0.0664109949343011
1,0.797043010752689,0.426701627664451,0.137281949101134,0.896334481234388,0.0515213648596695,0.0543415943738629
1,0.648386437908497,0.455143032674464,0.174359087559853,0.905224440923511,0.0582514518665433,0.047496527949016
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.916666666666669,0.434674662908533,0.110043584056349,0.970593956253102,0.0500187552152568,0.0392508113366713
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.743271818531334,0.497523323583425,0.159478704098522,0.900148476800193,0.0547879288925982,0.0530306570438975
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.565564552406658,0.46798836771251,0.122878789595887,0.922604289730372,0.0301540915130478,0.0327771584972349
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.656163467965244,0.359162523351753,0.152518121292676,0.890553982577264,0.0605011669261424,0.0526886129160906
0,NaN,NaN,NaN,NaN,NaN,NaN
1,0.625268817204301,0.532439451441304,0.211438972951119,0.912913669575678,0.0598957180945968,0.0416124717025997
0,NaN,NaN,NaN,NaN,NaN,NaN
